fileName,symbolicProp,attrNum,targetType,targetValueNum,obsNum,missingValueProp,entropy,multiinformation,mutinformation,algorithm,precise
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-32.506
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-59.491
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-34.744
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-82.314
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,GLMNET,-37.584
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-85.56
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-35.805
C:/Users/Zh/Desktop/data/balance.csv,0.2,5,Factor,3,625,0.0,7.128,0.69,7.815,MLP,0.92
C:/Users/Zh/Desktop/data/machine.csv,0.222,9,int,116,209,0.0,13.854,8.787,32.228,randomForest,-34.689
C:/Users/Zh/Desktop/data/balance.csv,0.2,5,Factor,3,625,0.0,7.128,0.69,7.815,MLP,0.904
C:/Users/Zh/Desktop/data/balance.csv,0.2,5,Factor,3,625,0.0,7.128,0.69,7.815,MLP,0.944
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.417,11.935,29.435,MLP,0.893
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.714,12.232,29.869,randomForest,0.888
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,14.225,9.843,24.663,MLP,-0.321
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,14.022,9.64,24.523,randomForest,-0.464
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,13.064,8.682,22.314,MLP,-0.323
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,13.378,8.996,21.68,GLMNET,-0.423
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,14.032,9.65,24.8,MLP,-0.354
C:/Users/Zh/Desktop/data/chess.csv,1.0,37,Factor,2,3196,0.0,15.175,7.16,27.124,MLP,0.991
C:/Users/Zh/Desktop/data/adult.csv,0.6,15,Factor,2,32561,0.074,21.06,10.764,33.18,randomForest,0.815
C:/Users/Zh/Desktop/data/adult.csv,0.6,15,Factor,2,32561,0.074,21.063,10.767,33.196,randomForest,0.822
C:/Users/Zh/Desktop/data/parkinsons.csv,0.0,21,num,1080,5875,0.0,58.312,49.636,214.111,randomForest,-1.592
C:/Users/Zh/Desktop/data/adult.csv,0.6,15,Factor,2,32561,0.074,21.113,10.817,33.313,GLMNET,0.822
C:/Users/Zh/Desktop/data/adult.csv,0.6,15,Factor,2,32561,0.074,21.054,10.758,33.166,randomForest,0.826
C:/Users/Zh/Desktop/data/bands.csv,0.4,40,Factor,2,540,0.487,46.046,40.422,126.451,randomForest,0.863
C:/Users/Zh/Desktop/data/bands.csv,0.4,40,Factor,2,540,0.487,45.886,40.262,129.052,randomForest,0.854
C:/Users/Zh/Desktop/data/bands.csv,0.4,40,Factor,2,540,0.487,45.383,39.759,123.89,randomForest,0.822
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.75
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,1
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.5
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.833
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,decisionTree,0.6
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.6
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,MLP,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.5
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.667
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.75
C:/Users/Zh/Desktop/data/log.csv,0.1,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.667
C:/Users/Zh/Desktop/data/log.csv,0.1,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.8
C:/Users/Zh/Desktop/data/log.csv,0.1,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.75
C:/Users/Zh/Desktop/data/log.csv,0.1,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.833
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,MLP,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.75
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.857
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,1
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,GLMNET,0.5
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,MLP,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,MLP,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,0.6
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,randomForest,1
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,MLP,0.8
C:/Users/Zh/Desktop/data/log.csv,0.2,10,Factor,3,25,0.0,6.499,3.612,12.904,MLP,0.8
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,randomForest,-0.067
C:/Users/Zh/Desktop/data/ecoli.csv,0.125,8,num,77,336,0.0,10.891,5.104,15.535,GLMNET,-0.134
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,MLP,0.915
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.957
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,GLMNET,0.91
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.957
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.945
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,randomForest,0.964
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.938
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.946
C:/Users/Zh/Desktop/data/forestfires.csv,0.154,13,num,251,517,0.0,22.405,16.179,40.895,randomForest,-75.377
C:/Users/Zh/Desktop/data/flags.csv,0.103,29,int,8,194,0.0,24.134,18.873,57.377,randomForest,-1.818C:/Users/Zh/Desktop/data/bupa.csv,0.0,7,num,16,345,0.0,12.008,6.192,15.551,randomForest,-2.992
C:/Users/Zh/Desktop/data/selfNoise.csv,0.0,6,num,1456,1503,0.0,12.496,5.37,19.04,MLP,-3.056
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,GLMNET,1
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,GLMNET,1
C:/Users/Zh/Desktop/data/chess.csv,1.0,37,Factor,2,3196,0.0,15.175,7.16,27.124,randomForest,0.986
C:/Users/Zh/Desktop/data/chess.csv,1.0,37,Factor,2,3196,0.0,15.175,7.16,27.124,randomForest,0.992
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.937
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.879
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.873
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest,0.962
C:/Users/Zh/Desktop/data/diagnosis.csv,0.875,8,Factor,2,120,0.0,5.998,3.232,12.164,randomForest,1
C:/Users/Zh/Desktop/data/diagnosis.csv,0.875,8,Factor,2,120,0.0,5.998,3.232,12.164,randomForest,1
C:/Users/Zh/Desktop/data/diagnosis.csv,0.875,8,Factor,2,120,0.0,5.998,3.232,12.164,decisionTree,1
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,MLP,-1.966
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,MLP,-2.123
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,GLMNET,-2.25
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,randomForest,-2.148
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,GLMNET,-2.109
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,randomForest,-2.24
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,GLMNET,-2.171
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,GLMNET,-2.217
C:/Users/Zh/Desktop/data/abalone.csv,0.111,9,int,28,4177,0.0,22.66,14.676,80.625,MLP,-2.128
C:/Users/Zh/Desktop/data/winequality-white.csv,0.0,12,int,7,4898,0.0,31.451,23.256,44.209,randomForest,-0.607
C:/Users/Zh/Desktop/data/winequality-white.csv,0.0,12,int,7,4898,0.0,31.451,23.256,44.209,randomForest,-0.604
C:/Users/Zh/Desktop/data/car.csv,1.0,7,Factor,4,1728,0.0,8.135,0.68,8.851,MLP,0.98
C:/Users/Zh/Desktop/data/car.csv,1.0,7,Factor,4,1728,0.0,8.135,0.68,8.851,MLP,0.986
C:/Users/Zh/Desktop/data/balance.csv,0.2,5,Factor,3,625,0.0,7.128,0.69,7.815,MLP,0.936
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.733
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.9
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,GLMNET,0.8
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.789
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,GLMNET,0.737
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,MLP,0.682
C:/Users/Zh/Desktop/data/breastTissue.csv,0.1,10,Factor,6,106,0.0,13.76,9.233,48.263,randomForest,0.655
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,12.261,7.879,20.066,randomForest,-0.48
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,14.34,9.958,25.455,MLP,-0.376
C:/Users/Zh/Desktop/data/hepatitis.csv,0.0,20,int,2,155,0.484,13.649,9.267,23.765,randomForest,-0.478
C:/Users/Zh/Desktop/data/car.csv,1.0,7,Factor,4,1728,0.0,8.135,0.68,8.851,MLP,0.997
C:/Users/Zh/Desktop/data/bridges.csv,0.833,12,Factor,8,108,0.352,9.174,5.139,19.971,MLP,0.714
C:/Users/Zh/Desktop/data/bridges.csv,0.833,12,Factor,8,108,0.352,8.462,4.493,18.053,GLMNET,0.75
C:/Users/Zh/Desktop/data/bridges.csv,0.833,12,Factor,8,108,0.352,8.627,4.639,17.235,GLMNET,0.706
C:/Users/Zh/Desktop/data/bridges.csv,0.833,12,Factor,8,108,0.352,9.175,5.12,19.869,randomForest,0.727
C:/Users/Zh/Desktop/data/bridges.csv,0.833,12,Factor,8,108,0.352,8.585,4.616,18.278,GLMNET,0.778
C:/Users/Zh/Desktop/data/bridges.csv,0.833,12,Factor,8,108,0.352,9.296,5.22,20.443,GLMNET,0.667
C:/Users/Zh/Desktop/data/tictactoe.csv,1.0,10,Factor,2,958,0.0,10.24,3.375,11.423,randomForest,0.979
C:/Users/Zh/Desktop/data/tictactoe.csv,1.0,10,Factor,2,958,0.0,10.24,3.375,11.423,MLP,0.979
C:/Users/Zh/Desktop/data/zoo.csv,0.056,18,int,7,101,0.0,11.152,6.808,34.23,randomForest,-0.23
C:/Users/Zh/Desktop/data/zoo.csv,0.056,18,int,7,101,0.0,11.152,6.808,34.23,randomForest,-0.186
C:/Users/Zh/Desktop/data/zoo.csv,0.056,18,int,7,101,0.0,11.152,6.808,34.23,randomForest,-0.18
C:/Users/Zh/Desktop/data/zoo.csv,0.056,18,int,7,101,0.0,11.152,6.808,34.23,randomForest,-0.382
C:/Users/Zh/Desktop/data/zoo.csv,0.056,18,int,7,101,0.0,11.152,6.808,34.23,GLMNET,-0.407
C:/Users/Zh/Desktop/data/tree.test.csv,0.167,6,Factor,2,601,0.0,11.082,4.782,15.359,MLP,0.959
C:/Users/Zh/Desktop/data/tree.test.csv,0.167,6,Factor,2,601,0.0,11.082,4.782,15.359,MLP,0.942
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,randomForest,-0.24
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,randomForest,-0.27
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP,-0.241
C:/Users/Zh/Desktop/data/surgery.csv,0.824,17,Factor,2,470,0.0,11.187,5.115,15.077,MLP,0.872
C:/Users/Zh/Desktop/data/surgery.csv,0.824,17,Factor,2,470,0.0,11.187,5.115,15.077,GLMNET,0.865
C:/Users/Zh/Desktop/data/yeast.csv,0.2,10,Factor,10,1484,0.0,17.387,10.121,21.921,randomForest,0.624
C:/Users/Zh/Desktop/data/yeast.csv,0.2,10,Factor,10,1484,0.0,17.387,10.121,21.921,randomForest,0.621
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,MLP
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,GLMNET
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,MLP
C:/Users/Zh/Desktop/data/credict.csv,0.625,16,Factor,2,690,0.054,18.617,12.136,29.734,GLMNET
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/flags.csv,0.103,29,int,8,194,0.0,24.134,18.873,57.377,GLMNET
C:/Users/Zh/Desktop/data/auto-mpg.csv,0.0,8,num,129,398,0.015,13.395,7.737,35.017,randomForest
C:/Users/Zh/Desktop/data/ionosphere.csv,0.029,35,Factor,2,351,0.0,59.627,53.77,334.812,randomForest
C:/Users/Zh/Desktop/data/tree.test.csv,0.167,6,Factor,2,601,0.0,11.082,4.782,15.359,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,MLP
C:/Users/Zh/Desktop/data/iris.txt,0.2,5,Factor,3,150,0.0,7.417,3.303,17.528,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/Zh/Desktop/data/customer.csv,0.0,8,int,2,440,0.0,12.766,6.695,19.817,MLP
C:/Users/ºë¶þ/Desktop/test2.csv,0.0,4,num,69,74,0.0,4.872,1.133,6.614,GLMNET
